id,type,posting_date,document_number,item_number,ordered_qty,delivered_qty,remaining_open_qty,from_whse_code,to_whse,remarks,special_instructions,branch_name,branch_name_v2,document_status,original_due_date,due_date,user_code,po_number,isms_so_number,cbm,total_cbm,customer_vendor_code,customer_vendor_name,status
30,ITR,2025-10-01,346495,43STW101,5,5,0,FWH14P1F,ABV048,,,,ABENSON WM STA. MARIA,C,2025-10-03,2025-10-03,rexconde,,202510-0021022,0.09,0.45,,,Not Scheduled
31,ITR,2025-10-01,346496,32STW101,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,2025-10-04,rexconde,,202510-0021023,0.04,0.12,,,Not Scheduled
32,ITR,2025-10-01,346496,55UHW201,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,2025-10-04,rexconde,,202510-0021023,0.13,0.39,,,Not Scheduled
33,ITR,2025-10-01,346496,43UHD205,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,2025-10-04,rexconde,,202510-0021023,0.09,0.27,,,Not Scheduled
34,ITR,2025-10-01,346496,SONIQUE SURF,5,5,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,2025-10-04,rexconde,,202510-0021023,0,0,,,Not Scheduled
35,ITR,2025-10-01,346496,55QUHW01,1,1,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,2025-10-04,rexconde,,202510-0021023,0.13,0.13,,,Not Scheduled
36,ITR,2025-10-01,346497,SWS-01,4,4,0,FWH07CEB,MGA009,,,,METRO CARCAR,C,2025-10-03,2025-10-03,mmayorga,,202510-0021024,0,0,,,Not Scheduled
37,ITR,2025-10-01,346497,43STV104,2,2,0,FWH07CEB,MGA009,,,,METRO CARCAR,C,2025-10-03,2025-10-03,mmayorga,,202510-0021024,0.09,0.18,,,Not Scheduled
38,ITR,2025-10-01,346497,43UHD205,2,2,0,FWH07CEB,MGA009,,,,METRO CARCAR,C,2025-10-03,2025-10-03,mmayorga,,202510-0021024,0.09,0.18,,,Not Scheduled
39,ITR,2025-10-01,346497,55QUHW01,2,2,0,FWH07CEB,MGA009,,,,METRO CARCAR,C,2025-10-03,2025-10-03,mmayorga,,202510-0021024,0.13,0.26,,,Not Scheduled
40,ITR,2025-10-01,346498,55UHW201,3,3,0,FWH07CEB,MGA021,,,,METRO TOLEDO,C,2025-10-03,2025-10-03,mmayorga,,202510-0021025,0.13,0.39,,,Not Scheduled
41,ITR,2025-10-01,346498,32STV104,3,3,0,FWH07CEB,MGA021,,,,METRO TOLEDO,C,2025-10-03,2025-10-03,mmayorga,,202510-0021025,0.05,0.15,,,Not Scheduled
42,ITR,2025-10-01,346498,SONIQUE SURF,4,4,0,FWH07CEB,MGA021,,,,METRO TOLEDO,C,2025-10-03,2025-10-03,mmayorga,,202510-0021025,0,0,,,Not Scheduled
43,ITR,2025-10-01,346498,55QUHW01,3,3,0,FWH07CEB,MGA021,,,,METRO TOLEDO,C,2025-10-03,2025-10-03,mmayorga,,202510-0021025,0.13,0.39,,,Not Scheduled
44,ITR,2025-10-01,346499,SONIQUE SURF,13,13,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0,0,,,Not Scheduled
45,ITR,2025-10-01,346499,55UHW201,10,10,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0.13,1.3,,,Not Scheduled
46,ITR,2025-10-01,346499,50QUHW01,2,2,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0.09,0.18,,,Not Scheduled
47,ITR,2025-10-01,346500,32STW101,5,5,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0.04,0.2,,,Not Scheduled
48,ITR,2025-10-01,346500,65UHD205,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0.25,0.75,,,Not Scheduled
49,ITR,2025-10-01,346500,SWS-01,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0,0,,,Not Scheduled
50,ITR,2025-10-01,346500,75UHD205,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,2025-10-03,mmayorga,,202510-0021028,0.43,1.29,,,Not Scheduled
51,ITR,2025-10-01,346501,32STW101,3,3,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021026,0.04,0.12,,,Scheduled
52,ITR,2025-10-01,346501,43STW101,3,3,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021026,0.09,0.27,,,Scheduled
53,ITR,2025-10-01,346501,75UHD206,1,1,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021026,0,0,,,Scheduled
54,ITR,2025-10-01,346501,SONIQUE SURF,2,2,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021026,0,0,,,Scheduled
55,ITR,2025-10-01,346501,SWS-01,8,8,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021026,0,0,,,Scheduled
56,ITR,2025-10-01,346502,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,2025-10-02,vmindana,,202510-0021027,0,0,,,Scheduled
57,ITR,2025-10-01,346503,50QUHW01,3,3,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,2025-10-02,vmindana,,202510-0021029,0.09,0.27,,,Not Scheduled
58,ITR,2025-10-01,346503,55UHW201,5,5,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,2025-10-02,vmindana,,202510-0021029,0.13,0.65,,,Not Scheduled
59,ITR,2025-10-01,346503,75UHD206,1,1,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,2025-10-02,vmindana,,202510-0021029,0,0,,,Not Scheduled
60,ITR,2025-10-01,346503,SONIQUE SURF,10,10,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,2025-10-02,vmindana,,202510-0021029,0,0,,,Not Scheduled
61,ITR,2025-10-01,346503,SWS-01,10,10,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,2025-10-02,vmindana,,202510-0021029,0,0,,,Not Scheduled
62,ITR,2025-10-01,346504,65UHD205,1,1,0,FWH14P1F,ROB010,,ADD STK,,ROBINSONS CABANATUAN,C,2025-10-02,2025-10-02,vmindana,,202510-0021030,0.25,0.25,,,Not Scheduled
63,ITR,2025-10-01,346504,SONIQUE SURF,3,3,0,FWH14P1F,ROB010,,ADD STK,,ROBINSONS CABANATUAN,C,2025-10-02,2025-10-02,vmindana,,202510-0021030,0,0,,,Not Scheduled
64,ITR,2025-10-01,346505,55QUHW01,3,3,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,2025-10-02,rexconde,,,0.13,0.39,,,Scheduled
65,ITR,2025-10-01,346505,65UHD205,1,1,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,2025-10-02,rexconde,,,0.25,0.25,,,Scheduled
66,ITR,2025-10-01,346505,SONIQUE SURF,4,4,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Scheduled
67,ITR,2025-10-01,346506,55QUHW01,1,1,0,FWH14P1F,ROB038,,CU,,ROBINSONS LEMERY,C,2025-10-02,2025-10-02,vmindana,,202510-0021031,0.13,0.13,,,Scheduled
68,ITR,2025-10-01,346507,55QUHW01,1,1,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,2025-10-06,vmindana,,,0.13,0.13,,,Not Scheduled
69,ITR,2025-10-01,346507,SONIQUE SURF,1,1,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,2025-10-06,vmindana,,,0,0,,,Not Scheduled
70,ITR,2025-10-01,346508,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,2025-10-06,vmindana,,,0,0,,,Not Scheduled
71,ITR,2025-10-01,346508,SONIQUE LITE 201,2,2,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,2025-10-06,vmindana,,,0,0,,,Not Scheduled
72,ITR,2025-10-01,346509,SONIQUE VIBE 301,2,2,0,FWH14P1F,ABV156,,CU,,ABENSON WM NAIC,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Scheduled
73,ITR,2025-10-01,346510,55UHW201,2,2,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,2025-10-02,rexconde,,,0.13,0.26,,,Not Scheduled
74,ITR,2025-10-01,346510,43STW101,4,4,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,2025-10-02,rexconde,,,0.09,0.36,,,Not Scheduled
75,ITR,2025-10-01,346510,55QUHW01,2,2,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,2025-10-02,rexconde,,,0.13,0.26,,,Not Scheduled
76,ITR,2025-10-01,346510,SWS-01,10,10,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Not Scheduled
77,ITR,2025-10-01,346511,98UHW201,1,1,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Not Scheduled
78,ITR,2025-10-01,346511,SB-50,1,1,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0.06,0.06,,,Not Scheduled
79,ITR,2025-10-01,346511,55QUHW01,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0.13,0.26,,,Not Scheduled
80,ITR,2025-10-01,346511,43UHD205,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0.09,0.18,,,Not Scheduled
81,ITR,2025-10-01,346511,SONIQUE SURF,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Not Scheduled
82,ITR,2025-10-01,346511,SWS-01,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,2025-10-02,rexconde,,,0,0,,,Not Scheduled
83,ITR,2025-10-01,346512,65QUHW01,1,1,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,2025-10-06,vmindana,,,0.19,0.19,,,Not Scheduled
84,ITR,2025-10-01,346512,SONIQUE SURF,1,1,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,2025-10-06,vmindana,,,0,0,,,Not Scheduled
85,ITR,2025-10-01,346513,SONIQUE VIBE 301,6,6,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,2025-10-06,vmindana,,,0,0,,,Not Scheduled
86,ITR,2025-10-01,346514,50QUHW01,2,2,0,FWH14P1F,MAG013,,CU,,MAGIC SAN JOSE,C,2025-10-02,2025-10-02,mmayorga,,,0.09,0.18,,,Not Scheduled
87,ITR,2025-10-01,346514,SWS-01,2,2,0,FWH14P1F,MAG013,,CU,,MAGIC SAN JOSE,C,2025-10-02,2025-10-02,mmayorga,,,0,0,,,Not Scheduled
88,ITR,2025-10-01,346515,32STW101,5,5,0,FWH14P1F,ROB053,,,,ROBINSONS PAGSANJAN,C,2025-10-06,2025-10-06,vmindana,,202510-0021073,0.04,0.2,,,Not Scheduled
89,ITR,2025-10-01,346515,43STW101,3,3,0,FWH14P1F,ROB053,,,,ROBINSONS PAGSANJAN,C,2025-10-06,2025-10-06,vmindana,,202510-0021073,0.09,0.27,,,Not Scheduled
90,ITR,2025-10-01,346516,55QUHW01,3,3,0,FWH14P1F,CSI008,,CU,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0.13,0.39,,,Not Scheduled
91,ITR,2025-10-01,346516,55UHW201,3,3,0,FWH14P1F,CSI008,,CU,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0.13,0.39,,,Not Scheduled
92,ITR,2025-10-01,346517,32STW101,3,3,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0.04,0.12,,,Not Scheduled
93,ITR,2025-10-01,346517,43STW101,2,2,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0.09,0.18,,,Not Scheduled
94,ITR,2025-10-01,346517,50QUHW01,1,1,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0.09,0.09,,,Not Scheduled
95,ITR,2025-10-01,346517,SONIQUE SURF,3,3,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0,0,,,Not Scheduled
96,ITR,2025-10-01,346517,SWS-01,5,5,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,2025-10-03,vmindana,,202510-0021032,0,0,,,Not Scheduled
97,ITR,2025-10-01,346518,75UHD206,1,1,0,FWH14P1F,CSI009,,,,CSI MANAOAG,C,2025-10-03,2025-10-03,vmindana,,202510-0021033,0,0,,,Not Scheduled
98,ITR,2025-10-01,346518,SONIQUE SURF,5,5,0,FWH14P1F,CSI009,,,,CSI MANAOAG,C,2025-10-03,2025-10-03,vmindana,,202510-0021033,0,0,,,Not Scheduled
99,ITR,2025-10-01,346519,55UHW201,7,7,0,FWH14P1F,COS004,,,,CSI TAYUG,C,2025-10-03,2025-10-03,vmindana,,202510-0021034,0.13,0.91,,,Not Scheduled
100,ITR,2025-10-01,346519,SONIQUE SURF,10,10,0,FWH14P1F,COS004,,,,CSI TAYUG,C,2025-10-03,2025-10-03,vmindana,,202510-0021034,0,0,,,Not Scheduled
101,ITR,2025-10-01,346520,32STW101,5,5,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021035,0.04,0.2,,,Not Scheduled
102,ITR,2025-10-01,346520,55UHW201,7,7,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021035,0.13,0.91,,,Not Scheduled
103,ITR,2025-10-01,346520,75UHD206,1,1,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021035,0,0,,,Not Scheduled
104,ITR,2025-10-01,346521,SONIQUE SURF,15,15,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021035,0,0,,,Not Scheduled
105,ITR,2025-10-01,346521,SWS-01,5,5,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021035,0,0,,,Not Scheduled
106,ITR,2025-10-01,346522,32STW101,8,8,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,2025-10-03,vmindana,,202510-0021037,0.04,0.32,,,Not Scheduled
107,ITR,2025-10-01,346522,50QUHW01,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,2025-10-03,vmindana,,202510-0021037,0.09,0.18,,,Not Scheduled
108,ITR,2025-10-01,346522,55UHW201,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,2025-10-03,vmindana,,202510-0021037,0.13,0.26,,,Not Scheduled
109,ITR,2025-10-01,346522,SWS-01,10,10,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,2025-10-03,vmindana,,202510-0021037,0,0,,,Not Scheduled
110,ITR,2025-10-01,346523,SONIQUE LITE 201,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,2025-10-03,vmindana,,202510-0021038,0,0,,,Not Scheduled
111,ITR,2025-10-01,346524,32STW101,3,3,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021039,0.04,0.12,,,Not Scheduled
112,ITR,2025-10-01,346524,43STW101,3,3,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021039,0.09,0.27,,,Not Scheduled
113,ITR,2025-10-01,346524,50QUHW01,1,1,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021039,0.09,0.09,,,Not Scheduled
114,ITR,2025-10-01,346524,SWS-01,10,10,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,2025-10-03,vmindana,,202510-0021039,0,0,,,Not Scheduled
115,ITR,2025-10-01,346525,43STW101,2,2,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,2025-10-03,vmindana,,202510-0021041,0.09,0.18,,,Not Scheduled
116,ITR,2025-10-01,346525,50QUHW01,2,2,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,2025-10-03,vmindana,,202510-0021041,0.09,0.18,,,Not Scheduled
117,ITR,2025-10-01,346525,75UHD206,1,1,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,2025-10-03,vmindana,,202510-0021041,0,0,,,Not Scheduled
118,ITR,2025-10-01,346526,43STW101,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,2025-10-03,vmindana,,202510-0021042,0.09,0.45,,,Not Scheduled
119,ITR,2025-10-01,346526,50QUHW01,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,2025-10-03,vmindana,,202510-0021042,0.09,0.45,,,Not Scheduled
120,ITR,2025-10-01,346526,55UHW201,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,2025-10-03,vmindana,,202510-0021042,0.13,0.65,,,Not Scheduled
121,ITR,2025-10-01,346527,SONIQUE SURF,10,10,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,2025-10-03,vmindana,,202510-0021042,0,0,,,Not Scheduled
122,ITR,2025-10-01,346527,SWS-01,10,10,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,2025-10-03,vmindana,,202510-0021042,0,0,,,Not Scheduled
123,ITR,2025-10-01,346528,SONIQUE VIBE 301,1,1,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,2025-10-03,mmayorga,111619,202510-0021010,0,0,,,Not Scheduled
124,ITR,2025-10-01,346529,SONIQUE SURF,10,10,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,2025-10-03,mmayorga,111619,202510-0021011,0,0,,,Not Scheduled
125,ITR,2025-10-01,346529,SWS-01,5,5,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,2025-10-03,mmayorga,111619,202510-0021011,0,0,,,Not Scheduled
126,ITR,2025-10-01,346529,55UHW201,5,5,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,2025-10-03,mmayorga,111619,202510-0021011,0.13,0.65,,,Not Scheduled
127,ITR,2025-10-01,346529,65QUHW01,1,1,0,FWH14P1F,MEG016,,CU,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,2025-10-03,mmayorga,111619,202510-0021011,0.19,0.19,,,Not Scheduled
128,ITR,2025-10-01,346530,SONIQUE SURF,25,25,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,2025-10-03,mmayorga,,202510-0021012,0,0,,,Not Scheduled
129,ITR,2025-10-01,346530,43STW101,5,5,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,2025-10-03,mmayorga,,202510-0021012,0.09,0.45,,,Not Scheduled
